"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"20080809_NIH_EWY_POS_002001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002001.CDF"	"20080809_NIH_EWY_POS_002001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002701.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_002901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_002901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_003001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_003101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_003201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003501"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_002101.CDF"	"20080809_NIH_EWY_POS_003501.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_003601.CDF"	"20080809_NIH_EWY_POS_003601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_003701.CDF"	"20080809_NIH_EWY_POS_003701.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_003801.CDF"	"20080809_NIH_EWY_POS_003801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_003901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_003901.CDF"	"20080809_NIH_EWY_POS_003901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004001.CDF"	"20080809_NIH_EWY_POS_004001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004201"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004201.CDF"	"20080809_NIH_EWY_POS_004201.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004301.CDF"	"20080809_NIH_EWY_POS_004301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004401.CDF"	"20080809_NIH_EWY_POS_004401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004601.CDF"	"20080809_NIH_EWY_POS_004601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004701.CDF"	"20080809_NIH_EWY_POS_004701.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004801"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004801.CDF"	"20080809_NIH_EWY_POS_004801.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_004901"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_004901.CDF"	"20080809_NIH_EWY_POS_004901.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005001"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005001.CDF"	"20080809_NIH_EWY_POS_005001.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005101"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005101.CDF"	"20080809_NIH_EWY_POS_005101.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005301"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005301.CDF"	"20080809_NIH_EWY_POS_005301.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005401"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005401.CDF"	"20080809_NIH_EWY_POS_005401.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005601"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005601.CDF"	"20080809_NIH_EWY_POS_005601.CDF"	"Data transformation"	""	""	""	""	""
"20080809_NIH_EWY_POS_005701"	"Extraction"	"N/A"	"none"	""	"Chromatography"	"ACQUITY UPLC"	"MS"	"1001761"	"ACQUITY UPLC BEH C18 Column, 130Å, 1.7 µm, 2.1 mm X 50 mm, 3/pkg"	"reversed-phase"	""	""	""	""	""	"positive"	"50 to 850 m/z"	"UPLC-ESI-QTOFMS"	""	""	"electrospray ionization"	"MS"	"1000073"	"Waters Q-TOF Premier"	""	""	"C:BIGRUNPOS_1_NetCDFs20080809_NIH_EWY_POS_005701.CDF"	"20080809_NIH_EWY_POS_005701.CDF"	"Data transformation"	""	""	""	""	""
