database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180913_R001	20180913_R009	20180913_R007	20180913_R008	20180913_R005	20180913_R006	20180913_R004	20180913_R023	20180913_R024	20180913_R020	20180913_QC_21	20180913_QC_20	20180913_QC_23	20180913_QC_22	20180913_QC_18	20180913_QC_17	20180913_QC_19	20180913_QC_14	20180913_QC_13	20180913_QC_16	20180913_QC_15	20180913_R029	20180913_R028	20180913_R025	20180913_R026	20180913_R012	20180913_R013	20180913_R010	20180913_R011	20180917_R062	20180917_R064	20180917_R063	20180917_R066	20180917_R068	20180917_R101	20180917_R067	20180917_R100	20180917_R103	20180917_R069	20180917_R102	20180917_R105	20180917_R104	20180917_R107	20180917_R109	20180917_R108	20180913_R018	20180913_R019	20180913_R016	20180913_R017	20180913_R014	20180913_R015	20180913_R045	20180913_R046	20180917_R071	20180913_R044	20180917_R070	20180913_R041	20180917_R073	20180913_R042	20180917_R072	20180917_R075	20180917_R077	20180917_R110	20180917_R076	20180917_R112	20180917_R078	20180917_R111	20180917_R114	20180917_R115	20180917_R118	20180917_R119	20180913_R047	20180913_R048	20180917_R080	20180913_R035	20180913_R032	20180913_R033	20180917_R081	20180913_R030	20180917_R084	20180913_R031	20180917_R083	20180917_R086	20180917_R085	20180917_R087	20180917_R120	20180917_R089	20180913_R038	20180913_R039	20180913_R037	20180917_R091	20180917_R090	20180917_R093	20180917_R092	20180917_R095	20180913_R061	20180917_R099	20180913_R060	20180917_R098	20180917_QC_22	20180917_QC_23	20180917_QC_20	20180917_QC_21	20180913_R056	20180913_R054	20180913_R055	20180917_QC_19	20180913_R052	20180913_R053	20180917_QC_17	20180913_R050	20180917_QC_18	20180913_R051	20180917_QC_15	20180917_QC_16	20180917_QC_13	20180917_QC_14
CHEBI:88909	C44H80NO8P	C([C@@](COC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(OC(CCCCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23,25,42H,6-7,9,11-13,15,17-19,22,24,26-41H2,1-5H3/b10-8-,16-14-,21-20-,25-23-/t42-/m1/s1"	"PC(20:4(8Z,11Z,14Z,17Z)/16:0)"	782.5736847		M+H	1	5.112933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	33.6																																																																																																																								
CHEBI:18402	C27H46O5	C[C@H](CCCC(C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	"InChI=1S/C27H46O5/c1-15(6-5-7-16(2)25(31)32)19-8-9-20-24-21(14-23(30)27(19,20)4)26(3)11-10-18(28)12-17(26)13-22(24)29/h15-24,28-30H,5-14H2,1-4H3,(H,31,32)/t15-,16?,17+,18-,19-,20+,21+,22-,23+,24+,26+,27-/m1/s1"	Coprocholic acid	415.3206318		"M+H-2H2O, M+H, M+NH4"	1	1.166633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.6																																																																																																																								
CHEBI:16196	C18H34O2	CCCCCCCC\C=C/CCCCCCCC(O)=O	"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-"	Oleic acid	305.2459274		M+Na	1	1.084366667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.3																																																																																																																								
CHEBI:89586	C40H78NO7P	C(C(COC(CCCCCCCCCCCCC)=O)O/C=C\CCCCCCCC/C=C\CCCCCC)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C40H78NO7P/c1-6-8-10-12-14-16-18-19-20-21-22-24-26-28-30-32-35-45-39(38-48-49(43,44)47-36-34-41(3,4)5)37-46-40(42)33-31-29-27-25-23-17-15-13-11-9-7-2/h16,18,32,35,39H,6-15,17,19-31,33-34,36-38H2,1-5H3/b18-16-,35-32-"	PC(14:0/P-18:1(11Z))	754.5387791		"M+H, M+K"	1	5.158633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.4																																																																																																																								
CHEBI:73851	C24H48NO7P	O(C(=O)CCCCCCC/C=C\CCCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1"	LysoPC(16:1(9Z)/0:0)	494.3261558		"M+H-H2O, M+H"	1	7.434333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.3																																																																																																																								
CHEBI:73515	C8H12N4O3	NCC(=O)N[C@@H](Cc1cnc[nH]1)C(O)=O	"InChI=1S/C8H12N4O3/c9-2-7(13)12-6(8(14)15)1-5-3-10-4-11-5/h3-4,6H,1-2,9H2,(H,10,11)(H,12,13)(H,14,15)/t6-/m0/s1"	Glycyl-Histidine	251.0484088		"M+H-H2O, M+K, M+H-2H2O"	1	1.038666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	42.3																																																																																																																								
CHEBI:28592	C18H34O3	OC(CCCCCCC/C=C\C[C@@H](CCCCCC)O)=O	"InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21)/b12-9-/t17-/m1/s1"	Ricinoleic acid	337.1990616		"M+NH4, M+Na, M+K"	1	1.166633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.1																																																																																																																								
CHEBI:86398	C23H36O4	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)CO	"InChI=1S/C23H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h3-4,6-7,9-10,12-13,15-16,22,24-25H,2,5,8,11,14,17-21H2,1H3/b4-3-,7-6-,10-9-,13-12-,16-15-"	"MG(0:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"	377.267957		M+H	1	1.093516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.2																																																																																																																								
CHEBI:89279	C46H79O10P	C([C@@](COC(CCCCCCCCCCCCCCCCC)=O)(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)[H])OP(=O)(O)OC[C@@](CO)([H])O	"InChI=1S/C46H79O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,43-44,47-48H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-/t43-,44+/m0/s1"	"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	840.5728127		M+NH4	1	5.330283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	34.2																																																																																																																								
				"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)"	834.6018552		M+H	1	5.048933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.4																																																																																																																								
				PC(14:1(9Z)/18:1(11Z))	730.5396259		M+H	1	5.25715	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																								
CHEBI:17537	C15H23N5O4	C1=CC(C[C@@H](C(N[C@H](C(=O)O)CCCNC(=N)N)=O)N)=CC=C1O	"InChI=1S/C15H23N5O4/c16-11(8-9-3-5-10(21)6-4-9)13(22)20-12(14(23)24)2-1-7-19-15(17)18/h3-6,11-12,21H,1-2,7-8,16H2,(H,20,22)(H,23,24)(H4,17,18,19)/t11-,12-/m0/s1"	Kyotorphin	338.1835204		M+H	1	9.034083333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.8																																																																																																																								
CHEBI:86112	C44H84NO8P	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,42H,6-13,15,17-19,21,23-41H2,1-5H3/b16-14-,22-20-/t42-/m1/s1"	"PC(18:2(9Z,12Z)/18:0)"	786.603474		M+H	1	5.158633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.3																																																																																																																								
CHEBI:28610	C26H52NO7P	O(C[C@H](O)COC(CCCCCCC/C=C\CCCCCCCC)=O)P(OCC[N+](C)(C)C)(=O)[O-]	"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1"	LysoPC(18:1(9Z))	522.3584245		"M+H, M+K"	1	7.100033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.9																																																																																																																								
CHEBI:138421	C21H44NO6P	C([C@@](CO/C=C\CCCCCCCCCCCCCC)(O)[H])OP(=O)(O)OCCN	"InChI=1S/C21H44NO6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-26-19-21(23)20-28-29(24,25)27-18-16-22/h15,17,21,23H,2-14,16,18-20,22H2,1H3,(H,24,25)/b17-15-/t21-/m1/s1"	PE(P-16:0e/0:0)	438.2977837		"M+H, M+Na, M+H-H2O"	1	5.627983333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																								
CHEBI:52392	C23H38O4	[H]C(CO)(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC	"InChI=1S/C23H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)27-22(20-24)21-25/h6-7,9-10,12-13,15-16,22,24-25H,2-5,8,11,14,17-21H2,1H3/b7-6-,10-9-,13-12-,16-15-"	2-Arachidonylglycerol	361.2745302		"M+H-H2O, M+H"	1	1.166633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.7																																																																																																																								
CHEBI:28792	C22H42O2	CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O	"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"	Erucic acid	361.3071431		M+Na	1	1.038666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																								
CHEBI:88591	C13H16O3	CC/C(=C(/CCOC(C1=CC=CC=C1O)=O)\[H])/[H]	"InChI=1S/C13H16O3/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h3-6,8-9,14H,2,7,10H2,1H3/b4-3+"	3-Hexenyl salicylic acid	221.1172686		"M+H-H2O, M+H"	1	1.0478	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																								
CHEBI:84512	C44H80NO10P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC	"InChI=1S/C44H80NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,22,24,40-41H,3-10,12,14-16,18,20-21,23,25-39,45H2,1-2H3,(H,48,49)(H,50,51)/b13-11-,19-17-,24-22-/t40-,41+/m1/s1"	"PS(18:0/20:3(8Z,11Z,14Z))"	796.5468071		M+H-H2O	1	5.266283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.2																																																																																																																								
CHEBI:16577	C27H46O4	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)C(O)=O	"InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/t16-,17?,18+,19-,20-,21+,22+,23-,24+,26+,27-/m1/s1"	"3alpha,7alpha-Dihydroxycoprostanic acid"	399.3254782		M+H-2H2O	1	1.05695	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39																																																																																																																								
CHEBI:81015	C27H44O4	C[C@H](CCCC(C)C(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	"InChI=1S/C27H44O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h15-17,19-24,28-29H,5-14H2,1-4H3,(H,30,31)/t16-,17?,19+,20-,21+,22+,23-,24+,26+,27-/m1/s1"	"3beta,7alpha-Dihydroxy-5-cholestenoate"	415.3233125		M+H-H2O	1	1.130066667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.7																																																																																																																								
CHEBI:74344	C28H50NO7P	[H][C@@](O)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:4(5Z,8Z,11Z,14Z))"	544.3419473		M+H	1	7.3084	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.2																																																																																																																								
CHEBI:16718	C19H23NO4	COc1ccc(C[C@@H]2N(C)CCc3cc(OC)c(O)cc23)cc1O	"InChI=1S/C19H23NO4/c1-20-7-6-13-10-19(24-3)17(22)11-14(13)15(20)8-12-4-5-18(23-2)16(21)9-12/h4-5,9-11,15,21-22H,6-8H2,1-3H3/t15-/m0/s1"	(S)-Reticuline	312.1597344		M+H-H2O	1	1.120933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																								
CHEBI:545687	C12H20O4	OC(=O)CCCCCCCC\C=C\C(O)=O	"InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)/b9-7+"	Traumatic acid	229.1437375		"M+H, M+Na, M+H-H2O"	1	1.0478	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.1																																																																																																																								
CHEBI:74797	C16H19N3O3	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1	"InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22)/t13-,14-/m0/s1"	Prolyl-Tryptophan	319.1776616		M+NH4	1	1.1575	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.8																																																																																																																								
CHEBI:27562	C20H30O6	O[C@@H](CCCC(O)=O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC(O)=O	"InChI=1S/C20H30O6/c21-17(11-6-2-1-3-9-15-19(23)24)12-7-4-5-8-13-18(22)14-10-16-20(25)26/h2,4-8,12-13,17-18,21-22H,1,3,9-11,14-16H2,(H,23,24)(H,25,26)/b5-4+,6-2-,12-7+,13-8-/t17-,18-/m1/s1"	20-Carboxy-leukotriene B4	367.2084579		M+H	1	1.347583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.9																																																																																																																								
CHEBI:16196	C18H34O2	CCCCCCCC\C=C/CCCCCCCC(O)=O	"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-"	Oleic acid	265.2522061		M+H-H2O	1	1.093516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.4																																																																																																																								
CHEBI:89759	C53H100O6	O(C(=O)CCCCCCCCCCCCCCC)[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	"InChI=1S/C53H100O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h25-26,50H,4-24,27-49H2,1-3H3/b26-25-/t50-/m1/s1"	TG(16:0/16:0/18:1(9Z))	855.7384261		M+Na	1	2.366466667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	31.6																																																																																																																								
CHEBI:88879	C46H84NO8P	C([C@@](COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h14,16,20,22,25-26,30,32,44H,6-13,15,17-19,21,23-24,27-29,31,33-43H2,1-5H3/b16-14-,22-20-,26-25-,32-30-/t44-/m1/s1"	"PC(20:4(5Z,8Z,11Z,14Z)/18:0)"	810.6039819		M+H	1	5.067216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.7																																																																																																																								
CHEBI:17351	C18H32O2	CCCCC\C=C/C\C=C/CCCCCCCC(O)=O	"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-"	Linoleic acid	263.236546		M+H-H2O	1	1.075233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.7																																																																																																																								
CHEBI:88485	C42H78NO10P	[H][C@](COP(OC[C@@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCCCCCC)=O)[H])(=O)O)(C(O)=O)N	"InChI=1S/C42H78NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,38-39H,3-10,12,14-16,18,20-37,43H2,1-2H3,(H,46,47)(H,48,49)/b13-11-,19-17-/t38-,39+/m1/s1"	"PS(18:2(9Z,12Z)/18:0)"	788.5439946		M+H	1	5.312	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	31.1																																																																																																																								
				PE(18:1(11Z)/P-18:0)	712.5673515		M+H-H2O	1	2.412166667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	31.3																																																																																																																								
CHEBI:85037	C42H82NO8P	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC\C=C/CCCCCC	"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h16,18,40H,6-15,17,19-39H2,1-5H3/b18-16-/t40-/m1/s1"	PC(16:0/18:1(11Z))	760.5871943		M+H	1	5.211433333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.4																																																																																																																								
CHEBI:88838	C8H14O	CCC/C=C(\CC)/C=O	"InChI=1S/C8H14O/c1-3-5-6-8(4-2)7-9/h6-7H,3-5H2,1-2H3/b8-6+"	2-Ethyl-2-hexenal	149.0929306		M+Na	1	1.038666667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.6																																																																																																																								
CHEBI:88685	C28H56NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@H](O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O	"InChI=1S/C28H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,27,30H,5-11,14-26H2,1-4H3/b13-12-/t27-/m1/s1"	LysoPC(20:1(11Z))	550.3877481		M+H	1	7.200583333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	34.4																																																																																																																								
CHEBI:88436	C44H78NO8P	C([C@@](COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(OC(CCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h8,10,14,16,19-20,22-23,25,27,42H,6-7,9,11-13,15,17-18,21,24,26,28-41H2,1-5H3/b10-8-,16-14-,20-19-,23-22-,27-25-/t42-/m1/s1"	"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)"	780.5565931		"M+H, M+Na"	1	5.122066667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.4																																																																																																																								
CHEBI:17933	C27H44O2	[H][C@@]1(CC[C@]2([H])[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)(C)O	"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1"	Calcidiol	401.3422037		M+H	1	1.10265	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.3																																																																																																																								
CHEBI:41254	C12H16O5	CCCc1oc(CCC(O)=O)c(C(O)=O)c1C	"InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)"	3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid	263.0885412		M+Na	1	1.139216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.7																																																																																																																								
CHEBI:89517	C42H78NO8P	C([C@@](COC(CCCCCCCCCCCCC)=O)(OC(CCC/C=C\C/C=C\C/C=C\CCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h19-20,22-23,27,29,40H,6-18,21,24-26,28,30-39H2,1-5H3/b20-19-,23-22-,29-27-/t40-/m1/s1"	"PC(14:0/20:3(5Z,8Z,11Z))"	778.5365863		"M+H-H2O, M+Na"	1	5.131216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	34.6																																																																																																																								
				MG(0:0/15:0/0:0)	299.2602456		M+H-H2O	1	1.075233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.9																																																																																																																								
CHEBI:9901	C21H32O5	C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	"InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13-,14+,15+,18-,19+,20+,21+/m1/s1"	Tetrahydrocortisone	387.2156839		M+Na	1	1.139216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.2																																																																																																																								
